shipment_id,order_id,supplier_id,warehouse_id,product_id,shipped_date,delivered_date,shipment_status,carrier,shipped_qty
SH00003643,O0012517,S0082,W06,P00202,2025-09-14,2025-10-04,delivered,USPS,6
SH00003644,O0002799,S0037,W03,P00144,2025-12-26,2026-01-05,delivered,DHL,8
SH00003645,O0003347,S0177,W04,P00103,2025-10-09,2025-10-19,delivered,USPS,11
SH00003646,O0014074,S0145,W02,P00758,2025-11-04,,in_transit,DHL,19
SH00003647,O0005344,S0014,W06,P00710,2025-09-16,2025-09-26,delivered,UPS,12
SH00003648,O0000282,S0016,W02,P00679,2025-11-30,2025-12-15,delivered,XPO,8
SH00003649,O0005644,S0151,W04,P00786,2026-02-08,2026-03-04,delivered,FedEx,9
SH00003650,O0017851,S0172,W08,P00299,2026-02-01,2026-02-04,delivered,Maersk,11
SH00003651,O0017065,S0022,W02,P00127,2025-11-19,2025-12-07,delivered,DHL,5
SH00003652,O0005961,S0021,W03,P00285,2025-09-19,2025-10-05,delivered,UPS,36
SH00003653,O0004963,S0013,W02,P00639,2025-08-25,2025-09-03,delivered,UPS,13
SH00003654,O0010189,S0033,W01,P00486,2025-11-04,2025-11-17,delivered,DHL,17
SH00003655,O0008621,S0141,W08,P00020,2025-09-17,2025-10-13,delivered,DHL,11
SH00003656,O0001546,S0037,W08,P00240,2025-10-08,2025-10-18,delivered,DHL,14
SH00003657,O0007117,S0107,W07,P00177,2026-01-15,2026-01-26,delivered,USPS,13
SH00003658,O0005649,S0119,W08,P00358,2025-09-20,2025-10-15,delivered,Maersk,26
SH00003659,O0012337,S0170,W01,P00636,2025-11-19,2025-11-23,delivered,USPS,11
SH00003660,O0019593,S0177,W06,P00220,2025-08-20,2025-09-01,delayed,FedEx,12
SH00003661,O0010656,S0009,W01,P00451,2025-11-03,2025-11-24,delayed,FedEx,20
SH00003662,O0019172,S0180,W01,P00755,2025-09-23,2025-10-07,delivered,DHL,7
SH00003663,O0012672,S0161,W07,P00043,2026-01-10,2026-01-27,delivered,FedEx,11
SH00003664,O0014959,S0056,W06,P00678,2025-10-22,2025-11-01,delivered,FedEx,8
SH00003665,O0001855,S0137,W05,P00622,2025-12-14,2025-12-23,delivered,USPS,14
SH00003666,O0014422,S0033,W02,P00486,2025-10-20,,in_transit,FedEx,25
SH00003667,O0010665,S0119,W03,P00349,2026-01-04,2026-01-27,delivered,USPS,1
SH00003668,O0002205,S0138,W05,P00055,2026-01-21,2026-01-29,delivered,USPS,14
SH00003669,O0006811,S0034,W06,P00372,2026-01-27,2026-02-24,delivered,USPS,11
SH00003670,O0008420,S0079,W06,P00106,2025-08-22,,in_transit,XPO,1
SH00003671,O0008181,S0121,W08,P00198,2025-11-09,2025-11-22,delayed,Maersk,9
SH00003672,O0005495,S0074,W07,P00553,2025-09-05,2025-09-15,delivered,FedEx,32
SH00003673,O0000544,S0182,W03,P00800,2025-10-04,,in_transit,DHL,1
SH00003674,O0012905,S0099,W01,P00726,2026-01-10,2026-01-15,delivered,FedEx,6
SH00003675,O0012495,S0191,W04,P00040,2025-08-23,,in_transit,FedEx,5
SH00003676,O0008505,S0016,W05,P00600,2026-01-04,2026-01-19,delivered,USPS,12
SH00003677,O0004549,S0105,W05,P00799,2025-10-21,2025-11-05,delivered,Maersk,7
SH00003678,O0012577,S0164,W02,P00447,2025-12-29,2026-01-07,delayed,XPO,6
SH00003679,O0014819,S0138,W04,P00558,2025-10-09,2025-10-14,delivered,Maersk,14
SH00003680,O0000488,S0063,W07,P00629,2025-11-23,2025-11-30,delivered,XPO,20
SH00003681,O0001429,S0145,W05,P00697,2025-10-24,2025-11-08,delivered,DHL,6
SH00003682,O0005827,S0084,W06,P00506,2025-08-31,2025-09-07,delivered,DHL,5
SH00003683,O0004343,S0079,W06,P00110,2025-11-09,2025-11-26,delivered,USPS,19
SH00003684,O0012758,S0103,W08,P00583,2025-09-29,2025-10-08,delivered,Maersk,7
SH00003685,O0000192,S0044,W04,P00488,2026-01-09,2026-01-22,delivered,UPS,1
SH00003686,O0017463,S0131,W08,P00023,2025-12-22,2025-12-26,delivered,XPO,19
SH00003687,O0019648,S0114,W08,P00207,2025-08-30,2025-09-10,delivered,XPO,15
SH00003688,O0000763,S0103,W03,P00125,2025-12-14,2025-12-21,delivered,FedEx,5
SH00003689,O0016941,S0132,W04,P00278,2025-08-29,2025-09-23,delivered,FedEx,7
SH00003690,O0019419,S0074,W04,P00433,2025-11-27,2025-12-06,delivered,FedEx,2
SH00003691,O0010153,S0146,W03,P00517,2025-10-21,2025-11-06,delivered,FedEx,16
SH00003692,O0010916,S0161,W06,P00638,2025-09-30,2025-10-16,delivered,Maersk,15
SH00003693,O0018317,S0078,W03,P00653,2025-10-04,2025-10-18,delivered,UPS,8
SH00003694,O0002323,S0066,W05,P00669,2026-01-31,2026-02-15,delivered,XPO,17
SH00003695,O0018003,S0135,W02,P00418,2026-01-24,2026-02-13,delivered,XPO,16
SH00003696,O0013460,S0103,W05,P00125,2025-10-03,2025-10-10,delivered,Maersk,12
SH00003697,O0018088,S0102,W01,P00777,2025-12-28,2026-01-15,delivered,XPO,10
SH00003698,O0006522,S0028,W03,P00246,2025-12-31,2026-01-12,delivered,Maersk,19
SH00003699,O0000167,S0115,W07,P00104,2025-11-12,2025-11-24,delivered,USPS,20
SH00003700,O0008244,S0123,W02,P00124,2025-11-23,,in_transit,UPS,6
SH00003701,O0017270,S0163,W02,P00249,2025-08-21,2025-08-27,delivered,USPS,12
SH00003702,O0008061,S0190,W03,P00773,2025-11-08,2025-11-18,delivered,USPS,11
SH00003703,O0011261,S0110,W01,P00283,2025-08-20,2025-08-29,delivered,XPO,16
SH00003704,O0002983,S0038,W05,P00210,2026-02-06,2026-03-02,delayed,FedEx,26
SH00003705,O0006696,S0159,W07,P00492,2025-11-09,2025-12-02,delivered,DHL,11
SH00003706,O0004849,S0074,W06,P00433,2026-02-02,2026-02-11,delivered,FedEx,1
SH00003707,O0010769,S0063,W01,P00656,2025-10-26,2025-11-01,delayed,XPO,14
SH00003708,O0004659,S0123,W01,P00566,2025-08-23,2025-09-12,delivered,Maersk,22
SH00003709,O0016979,S0163,W06,P00156,2025-11-09,2025-11-22,delivered,Maersk,3
SH00003710,O0016497,S0113,W03,P00748,2026-01-13,2026-01-29,delayed,FedEx,7
SH00003711,O0018117,S0021,W03,P00442,2025-10-21,2025-11-10,delivered,XPO,4
SH00003712,O0001853,S0179,W01,P00187,2025-11-05,2025-11-25,delivered,XPO,16
SH00003713,O0010312,S0196,W06,P00152,2025-11-26,2025-11-28,delivered,Maersk,14
SH00003714,O0018747,S0151,W08,P00255,2025-10-15,2025-11-06,delivered,DHL,9
SH00003715,O0013533,S0060,W05,P00188,2025-11-27,2025-12-21,delivered,DHL,22
SH00003716,O0002910,S0027,W07,P00765,2025-11-25,2025-12-22,delivered,XPO,12
SH00003717,O0016523,S0129,W05,P00481,2025-11-20,2025-12-08,delivered,Maersk,14
SH00003718,O0008637,S0094,W07,P00782,2025-08-22,2025-08-31,delivered,FedEx,17
SH00003719,O0016512,S0142,W02,P00714,2025-12-13,2025-12-18,delivered,Maersk,14
SH00003720,O0002682,S0129,W05,P00487,2025-09-24,2025-10-12,delivered,USPS,22
SH00003721,O0004011,S0105,W07,P00641,2025-08-22,2025-09-04,delivered,USPS,1
SH00003722,O0014372,S0121,W03,P00198,2025-10-13,2025-10-25,delivered,UPS,20
SH00003723,O0017062,S0125,W08,P00057,2026-01-30,2026-02-14,delivered,UPS,14
SH00003724,O0014940,S0174,W07,P00322,2025-10-24,,in_transit,Maersk,8
SH00003725,O0013089,S0035,W01,P00428,2026-01-24,2026-02-24,delivered,USPS,18
SH00003726,O0018971,S0060,W05,P00387,2025-10-15,2025-11-07,delivered,Maersk,8
SH00003727,O0019359,S0070,W05,P00397,2025-11-01,2025-11-06,delivered,UPS,7
SH00003728,O0001428,S0124,W01,P00494,2025-08-17,2025-08-23,delivered,USPS,28
SH00003729,O0019818,S0046,W06,P00348,2025-09-22,2025-10-03,delivered,Maersk,5
SH00003730,O0016104,S0132,W03,P00164,2025-11-13,2025-12-02,delivered,FedEx,15
SH00003731,O0005206,S0179,W02,P00016,2026-01-15,2026-02-07,delivered,DHL,6
SH00003732,O0007500,S0159,W04,P00213,2025-09-27,2025-10-22,delivered,UPS,12
SH00003733,O0016181,S0135,W05,P00419,2025-09-25,2025-10-14,delivered,USPS,12
SH00003734,O0006033,S0178,W05,P00047,2025-09-09,2025-10-10,delivered,Maersk,14
SH00003735,O0002996,S0191,W08,P00112,2025-12-13,2025-12-20,delivered,UPS,23
SH00003736,O0014953,S0191,W05,P00436,2025-12-23,2026-01-01,delivered,USPS,15
SH00003737,O0011459,S0148,W07,P00634,2026-01-20,2026-02-12,delivered,UPS,7
SH00003738,O0009284,S0185,W06,P00111,2025-09-03,2025-09-27,delivered,FedEx,29
SH00003739,O0005056,S0020,W02,P00448,2025-09-17,2025-09-22,delivered,FedEx,23
SH00003740,O0011845,S0041,W08,P00496,2025-11-04,,in_transit,XPO,8
SH00003741,O0014195,S0062,W08,P00627,2025-12-18,2025-12-26,delayed,DHL,25
SH00003742,O0006364,S0158,W05,P00788,2026-02-10,2026-03-10,delayed,Maersk,7
SH00003743,O0007591,S0004,W08,P00243,2025-08-18,2025-09-14,delivered,XPO,6
SH00003744,O0001844,S0034,W03,P00235,2025-10-04,2025-10-27,delivered,DHL,2
SH00003745,O0012804,S0117,W03,P00186,2025-10-23,2025-10-28,delivered,UPS,11
SH00003746,O0010612,S0119,W06,P00775,2025-10-10,2025-10-30,delivered,USPS,2
SH00003747,O0011632,S0060,W07,P00387,2025-12-06,2025-12-24,delivered,Maersk,21
SH00003748,O0008472,S0030,W06,P00163,2025-09-16,2025-10-06,delivered,Maersk,4
SH00003749,O0002374,S0193,W08,P00759,2025-11-28,2025-12-16,delivered,FedEx,3
SH00003750,O0000944,S0081,W07,P00333,2026-02-06,2026-02-15,delivered,USPS,5
SH00003751,O0006281,S0026,W06,P00195,2025-10-07,2025-11-01,delivered,Maersk,12
SH00003752,O0000915,S0141,W08,P00020,2025-10-18,2025-11-10,delivered,XPO,13
SH00003753,O0005178,S0099,W02,P00798,2025-08-22,2025-08-29,delivered,UPS,8
SH00003754,O0017007,S0102,W06,P00554,2026-02-10,,in_transit,XPO,5
SH00003755,O0003501,S0105,W05,P00799,2026-01-31,2026-02-11,delivered,Maersk,11
SH00003756,O0006419,S0061,W05,P00401,2025-10-24,2025-11-11,delivered,UPS,22
SH00003757,O0009909,S0121,W07,P00388,2025-10-12,2025-10-24,delivered,UPS,8
SH00003758,O0004120,S0116,W05,P00464,2025-08-22,2025-09-11,delivered,USPS,23
SH00003759,O0010982,S0178,W07,P00047,2025-10-05,2025-11-01,delivered,DHL,9
SH00003760,O0007968,S0013,W06,P00265,2025-11-20,,in_transit,USPS,20
SH00003761,O0012128,S0077,W02,P00732,2025-12-19,2025-12-25,delivered,FedEx,13
SH00003762,O0009748,S0187,W01,P00747,2025-12-07,2025-12-24,delivered,FedEx,5
SH00003763,O0009187,S0011,W07,P00363,2025-08-22,2025-09-12,delivered,UPS,12
SH00003764,O0014849,S0016,W06,P00361,2026-01-28,,in_transit,FedEx,11
SH00003765,O0017868,S0123,W08,P00652,2025-09-01,2025-09-13,delivered,UPS,9
SH00003766,O0017947,S0016,W02,P00282,2025-11-21,,in_transit,UPS,9
SH00003767,O0012140,S0032,W07,P00482,2025-11-08,2025-11-22,delivered,FedEx,7
SH00003768,O0002776,S0026,W03,P00194,2026-01-09,2026-02-05,delivered,UPS,1
SH00003769,O0011989,S0123,W06,P00652,2025-11-13,2025-11-28,delivered,XPO,9
SH00003770,O0011750,S0192,W05,P00234,2025-11-19,2025-12-01,delivered,XPO,17
SH00003771,O0001279,S0120,W07,P00093,2026-01-06,2026-01-15,delivered,Maersk,11
SH00003772,O0012064,S0018,W03,P00296,2025-08-29,2025-09-13,delivered,DHL,3
SH00003773,O0012322,S0174,W03,P00707,2025-09-22,,in_transit,FedEx,20
SH00003774,O0013658,S0098,W05,P00287,2026-01-19,2026-02-15,delivered,XPO,3
SH00003775,O0001088,S0020,W03,P00705,2026-02-10,2026-02-20,delivered,DHL,8
SH00003776,O0012095,S0071,W04,P00225,2026-02-02,2026-02-19,delivered,FedEx,2
SH00003777,O0003090,S0129,W03,P00481,2025-12-19,2026-01-12,delivered,DHL,1
SH00003778,O0012112,S0166,W07,P00578,2025-08-26,2025-09-17,delivered,DHL,4
SH00003779,O0000926,S0197,W03,P00568,2025-10-07,2025-10-18,delivered,DHL,9
SH00003780,O0015895,S0118,W02,P00281,2025-11-26,2025-12-20,delivered,XPO,5
SH00003781,O0003840,S0184,W04,P00415,2025-12-22,,cancelled,FedEx,15
SH00003782,O0014959,S0056,W06,P00678,2025-10-22,2025-11-09,delayed,USPS,8
SH00003783,O0010365,S0137,W05,P00622,2025-11-23,2025-12-02,delivered,UPS,11
SH00003784,O0002619,S0180,W03,P00695,2025-11-25,2025-12-16,delivered,XPO,12
SH00003785,O0019733,S0112,W07,P00338,2025-09-29,2025-10-16,delivered,DHL,19
SH00003786,O0002988,S0016,W03,P00679,2025-12-08,2025-12-18,delivered,XPO,9
SH00003787,O0002821,S0113,W03,P00748,2025-10-19,2025-10-31,delayed,Maersk,9
SH00003788,O0001558,S0129,W07,P00193,2025-12-30,2026-01-17,delivered,Maersk,17
SH00003789,O0003591,S0185,W06,P00535,2025-10-24,2025-11-19,delivered,DHL,12
SH00003790,O0012550,S0148,W02,P00742,2026-01-30,2026-02-26,delivered,DHL,13
SH00003791,O0000443,S0111,W01,P00514,2026-01-16,2026-02-12,delivered,Maersk,15
SH00003792,O0019415,S0166,W06,P00175,2025-09-07,2025-09-29,delivered,Maersk,22
SH00003793,O0005252,S0139,W06,P00611,2025-09-05,2025-09-16,delivered,UPS,11
SH00003794,O0011107,S0101,W03,P00061,2026-01-07,2026-01-17,delivered,DHL,11
SH00003795,O0019999,S0164,W04,P00120,2025-08-17,2025-08-25,delivered,FedEx,8
SH00003796,O0007411,S0110,W04,P00582,2025-09-25,2025-09-26,delivered,USPS,15
SH00003797,O0011409,S0117,W01,P00029,2025-08-21,2025-08-27,delivered,DHL,16
SH00003798,O0015531,S0137,W06,P00622,2025-08-27,2025-09-06,delivered,DHL,10
SH00003799,O0001228,S0027,W05,P00765,2025-10-22,2025-11-19,delivered,XPO,7
SH00003800,O0000271,S0115,W06,P00445,2025-12-27,2026-01-05,delivered,USPS,23
SH00003801,O0013168,S0016,W04,P00600,2025-11-02,2025-11-11,delivered,FedEx,7
SH00003802,O0001468,S0095,W05,P00254,2025-11-10,2025-11-17,delivered,UPS,7
SH00003803,O0015544,S0128,W02,P00328,2025-11-06,,in_transit,UPS,13
SH00003804,O0000347,S0094,W03,P00516,2025-09-17,2025-09-25,delivered,FedEx,1
SH00003805,O0016893,S0057,W08,P00761,2025-10-12,2025-10-28,delayed,XPO,16
SH00003806,O0015140,S0090,W06,P00344,2025-12-19,2026-01-01,delivered,XPO,11
SH00003807,O0012201,S0059,W08,P00667,2025-12-05,2025-12-18,delivered,Maersk,7
SH00003808,O0009710,S0195,W07,P00406,2026-01-09,2026-01-30,delivered,USPS,20
SH00003809,O0004703,S0198,W08,P00051,2025-09-02,2025-09-23,delivered,FedEx,14
SH00003810,O0009033,S0041,W06,P00468,2026-01-22,2026-01-25,delivered,Maersk,8
SH00003811,O0003530,S0009,W02,P00138,2025-12-13,2026-01-02,delivered,UPS,1
SH00003812,O0006100,S0138,W02,P00253,2026-02-11,2026-02-18,delivered,DHL,22
SH00003813,O0016624,S0188,W07,P00091,2026-01-04,2026-01-15,delivered,UPS,3
SH00003814,O0002000,S0002,W02,P00325,2025-11-08,,in_transit,USPS,6
SH00003815,O0003230,S0145,W03,P00211,2025-09-24,2025-10-06,delivered,Maersk,21
SH00003816,O0003114,S0072,W03,P00155,2026-02-01,2026-02-21,delivered,DHL,17
SH00003817,O0002687,S0145,W07,P00489,2025-11-18,2025-11-27,delivered,UPS,11
SH00003818,O0006570,S0060,W04,P00387,2025-08-21,2025-09-11,delivered,USPS,9
SH00003819,O0006510,S0099,W01,P00453,2025-12-18,2026-01-03,delayed,DHL,8
SH00003820,O0006985,S0147,W07,P00456,2026-01-03,2026-01-19,delivered,DHL,9
SH00003821,O0000378,S0046,W02,P00685,2025-08-18,2025-09-06,delivered,DHL,2
SH00003822,O0010068,S0093,W01,P00469,2025-09-24,2025-10-12,delivered,FedEx,9
SH00003823,O0017050,S0043,W01,P00237,2025-12-21,2026-01-09,delivered,DHL,8
SH00003824,O0012900,S0188,W06,P00091,2025-09-21,,in_transit,Maersk,12
SH00003825,O0003892,S0005,W08,P00532,2025-08-21,2025-09-12,delivered,USPS,5
SH00003826,O0019409,S0101,W08,P00061,2025-09-11,2025-09-22,delivered,USPS,13
SH00003827,O0018788,S0036,W03,P00632,2025-11-12,2025-12-07,delivered,UPS,16
SH00003828,O0013023,S0148,W02,P00634,2025-11-23,2025-12-21,delivered,Maersk,3
SH00003829,O0019985,S0129,W05,P00148,2025-11-15,2025-12-08,delayed,XPO,1
SH00003830,O0017199,S0200,W07,P00077,2025-12-09,2025-12-31,delivered,DHL,22
SH00003831,O0006601,S0013,W01,P00512,2025-10-08,2025-10-12,delivered,DHL,26
SH00003832,O0010379,S0050,W07,P00113,2026-02-07,2026-02-28,delivered,USPS,7
SH00003833,O0011496,S0185,W03,P00734,2025-10-14,2025-11-07,delivered,Maersk,24
SH00003834,O0012347,S0017,W08,P00413,2025-12-02,2025-12-25,delayed,Maersk,9
SH00003835,O0002617,S0027,W05,P00765,2025-12-06,2026-01-03,delayed,USPS,11
SH00003836,O0019493,S0012,W05,P00189,2026-01-06,,cancelled,UPS,8
SH00003837,O0009601,S0112,W06,P00339,2025-12-31,2026-01-19,delivered,USPS,11
SH00003838,O0002511,S0002,W01,P00736,2025-08-29,2025-09-14,delivered,FedEx,30
SH00003839,O0018731,S0035,W03,P00575,2025-11-22,2025-12-14,delivered,USPS,2
SH00003840,O0015604,S0137,W02,P00546,2025-11-09,,in_transit,FedEx,19
SH00003841,O0012466,S0178,W07,P00462,2025-10-31,2025-12-01,delivered,XPO,17
SH00003842,O0003833,S0037,W08,P00240,2025-12-18,2026-01-04,delivered,UPS,15
SH00003843,O0002153,S0074,W04,P00356,2025-09-29,2025-10-10,delivered,USPS,3
SH00003844,O0001275,S0079,W08,P00443,2025-10-30,,in_transit,Maersk,12
SH00003845,O0017563,S0018,W04,P00267,2025-11-05,2025-11-24,delivered,Maersk,6
SH00003846,O0001781,S0115,W06,P00445,2025-09-25,2025-10-02,delivered,UPS,2
SH00003847,O0001865,S0174,W04,P00547,2025-12-14,2025-12-26,delivered,XPO,11
SH00003848,O0015208,S0116,W05,P00713,2025-12-28,,in_transit,FedEx,9
SH00003849,O0004813,S0016,W08,P00262,2026-02-07,,in_transit,FedEx,1
SH00003850,O0004967,S0180,W01,P00139,2025-10-03,2025-10-20,delivered,USPS,7
SH00003851,O0003894,S0151,W05,P00268,2025-12-17,,in_transit,UPS,21
SH00003852,O0011978,S0021,W02,P00485,2026-01-19,,cancelled,USPS,16
SH00003853,O0002320,S0028,W05,P00088,2026-02-06,2026-02-21,delivered,FedEx,8
SH00003854,O0002571,S0027,W08,P00724,2025-11-20,2025-12-15,delivered,Maersk,15
SH00003855,O0014792,S0122,W02,P00277,2025-10-06,2025-10-26,delivered,Maersk,11
SH00003856,O0011740,S0096,W08,P00689,2025-08-28,2025-09-07,delivered,Maersk,21
SH00003857,O0007813,S0144,W08,P00460,2025-08-17,2025-08-30,delivered,UPS,2
SH00003858,O0006386,S0180,W02,P00139,2025-11-06,2025-11-26,delivered,Maersk,12
SH00003859,O0013571,S0145,W01,P00664,2025-12-14,2025-12-27,delivered,XPO,7
SH00003860,O0011703,S0137,W03,P00546,2025-12-23,2026-01-04,delivered,Maersk,11
SH00003861,O0005505,S0089,W08,P00007,2025-12-26,2026-01-19,delivered,USPS,14
SH00003862,O0019806,S0107,W06,P00320,2025-08-29,,in_transit,XPO,16
SH00003863,O0005649,S0119,W08,P00358,2025-09-20,2025-10-13,delivered,FedEx,21
SH00003864,O0008980,S0063,W01,P00656,2026-01-15,2026-01-24,delivered,USPS,13
SH00003865,O0005369,S0030,W02,P00174,2025-08-20,2025-09-03,delivered,XPO,14
SH00003866,O0005382,S0157,W03,P00473,2025-08-20,,in_transit,XPO,6
SH00003867,O0014943,S0141,W02,P00409,2025-09-17,2025-10-11,delivered,Maersk,10
SH00003868,O0009627,S0164,W07,P00120,2025-09-15,2025-09-22,delivered,USPS,14
SH00003869,O0009800,S0170,W08,P00544,2025-11-11,2025-11-14,delivered,USPS,15
SH00003870,O0004334,S0118,W04,P00735,2026-01-13,2026-02-02,delivered,USPS,5
SH00003871,O0010137,S0069,W07,P00730,2025-09-04,2025-09-14,delivered,Maersk,8
SH00003872,O0012302,S0010,W04,P00573,2025-12-31,2026-01-26,delivered,FedEx,11
SH00003873,O0017594,S0110,W01,P00582,2025-10-12,2025-10-14,delivered,UPS,9
SH00003874,O0006166,S0137,W04,P00659,2025-09-11,,in_transit,DHL,12
SH00003875,O0002126,S0127,W06,P00572,2025-09-07,2025-10-06,delivered,XPO,21
SH00003876,O0006206,S0079,W05,P00106,2026-01-01,2026-01-14,delivered,USPS,10
SH00003877,O0009362,S0018,W08,P00312,2025-10-26,2025-11-16,delivered,FedEx,14
SH00003878,O0005523,S0191,W07,P00040,2025-10-15,,cancelled,Maersk,4
SH00003879,O0002509,S0005,W08,P00408,2025-10-25,2025-11-16,delivered,XPO,27
SH00003880,O0007703,S0106,W01,P00292,2025-10-29,2025-11-16,delivered,XPO,9
SH00003881,O0002713,S0072,W08,P00001,2026-01-26,2026-02-16,delivered,UPS,11
SH00003882,O0007353,S0004,W07,P00196,2025-12-30,2026-01-23,delivered,XPO,11
SH00003883,O0018895,S0125,W08,P00057,2025-10-12,2025-10-28,delivered,UPS,3
SH00003884,O0001045,S0169,W04,P00024,2025-10-27,,in_transit,XPO,10
SH00003885,O0015998,S0022,W08,P00439,2025-12-24,2026-01-08,delivered,DHL,6
SH00003886,O0001230,S0152,W05,P00745,2025-10-11,,in_transit,UPS,16
SH00003887,O0003822,S0079,W01,P00145,2025-11-07,2025-11-30,delayed,Maersk,6
SH00003888,O0004633,S0071,W03,P00118,2025-08-31,2025-09-15,delivered,USPS,20
SH00003889,O0013477,S0192,W02,P00234,2025-12-19,2026-01-01,delivered,UPS,8
SH00003890,O0012721,S0071,W06,P00270,2025-12-03,,in_transit,DHL,8
SH00003891,O0009431,S0143,W08,P00242,2025-10-22,2025-11-12,delivered,USPS,8
SH00003892,O0009192,S0171,W06,P00466,2025-10-19,2025-11-05,delivered,FedEx,16
SH00003893,O0001518,S0015,W01,P00645,2025-10-18,2025-11-07,delivered,Maersk,14
SH00003894,O0004537,S0033,W06,P00486,2025-10-29,2025-11-09,delivered,XPO,7
SH00003895,O0016182,S0098,W04,P00064,2025-09-14,2025-10-07,delivered,Maersk,1
SH00003896,O0009912,S0111,W04,P00514,2025-12-06,2026-01-03,delivered,USPS,14
SH00003897,O0003122,S0079,W05,P00145,2025-12-15,2026-01-03,delayed,DHL,15
SH00003898,O0011955,S0102,W01,P00457,2026-01-07,2026-01-26,delayed,Maersk,13
SH00003899,O0013479,S0095,W01,P00435,2025-09-06,2025-09-15,delivered,FedEx,6
SH00003900,O0005929,S0105,W07,P00749,2025-10-26,2025-11-05,delivered,USPS,12
SH00003901,O0014829,S0178,W08,P00047,2025-11-27,2025-12-20,delivered,USPS,16
SH00003902,O0008658,S0194,W05,P00071,2025-08-25,2025-09-05,delivered,DHL,12
SH00003903,O0008484,S0064,W03,P00717,2025-09-04,2025-09-28,delivered,UPS,14
SH00003904,O0018335,S0063,W03,P00656,2025-10-02,2025-10-05,delivered,DHL,6
SH00003905,O0011592,S0198,W04,P00424,2025-12-23,2026-01-11,delivered,USPS,2
SH00003906,O0001399,S0195,W05,P00662,2025-12-08,2026-01-02,delivered,Maersk,15
SH00003907,O0003457,S0119,W08,P00621,2025-09-02,2025-09-25,delivered,FedEx,9
SH00003908,O0019030,S0132,W08,P00508,2026-02-08,,in_transit,XPO,11
SH00003909,O0012926,S0106,W02,P00541,2025-10-10,2025-10-30,delivered,XPO,5
SH00003910,O0007329,S0091,W05,P00109,2025-12-20,2026-01-17,delivered,XPO,3
SH00003911,O0002215,S0071,W04,P00118,2026-02-09,2026-02-22,delivered,DHL,17
SH00003912,O0011906,S0020,W06,P00705,2025-10-17,2025-10-24,delivered,XPO,21
SH00003913,O0015394,S0176,W08,P00701,2025-12-01,2025-12-18,delivered,DHL,6
SH00003914,O0006813,S0101,W04,P00061,2025-08-26,2025-09-07,delivered,Maersk,12
SH00003915,O0011893,S0045,W01,P00570,2026-01-13,2026-02-13,delayed,Maersk,9
SH00003916,O0008205,S0076,W01,P00666,2025-09-19,2025-10-14,delivered,XPO,12
SH00003917,O0007841,S0016,W06,P00361,2026-01-03,2026-01-18,delivered,Maersk,1
SH00003918,O0009915,S0107,W04,P00595,2025-11-02,2025-11-08,delivered,FedEx,11
SH00003919,O0009246,S0036,W04,P00584,2025-10-11,2025-11-06,delivered,FedEx,22
SH00003920,O0003863,S0173,W08,P00201,2025-11-24,2025-12-03,delivered,UPS,1
SH00003921,O0018364,S0113,W04,P00630,2025-10-15,2025-10-25,delivered,XPO,16
SH00003922,O0001656,S0019,W08,P00651,2025-11-13,2025-11-26,delivered,DHL,1
SH00003923,O0009871,S0030,W08,P00783,2025-09-15,2025-10-05,delivered,FedEx,18
SH00003924,O0009667,S0164,W01,P00215,2026-01-16,2026-01-22,delivered,USPS,5
SH00003925,O0003847,S0036,W07,P00584,2025-10-22,2025-11-13,delivered,USPS,14
SH00003926,O0006691,S0069,W07,P00718,2025-08-20,2025-09-05,delayed,FedEx,14
SH00003927,O0001045,S0169,W04,P00024,2025-10-25,2025-11-13,delivered,DHL,17
SH00003928,O0007206,S0192,W08,P00234,2025-11-13,,in_transit,DHL,12
SH00003929,O0017163,S0093,W08,P00469,2025-11-19,2025-12-08,delivered,UPS,8
SH00003930,O0017685,S0142,W08,P00119,2025-10-23,2025-10-27,delivered,FedEx,15
SH00003931,O0009396,S0059,W01,P00667,2025-10-14,2025-11-04,delayed,UPS,2
SH00003932,O0000593,S0183,W04,P00395,2025-09-17,2025-09-28,delivered,Maersk,11
SH00003933,O0000533,S0177,W04,P00103,2026-02-07,2026-02-10,delivered,FedEx,10
SH00003934,O0005867,S0072,W01,P00780,2025-10-31,2025-11-20,delivered,Maersk,35
SH00003935,O0011142,S0044,W03,P00536,2025-09-17,2025-09-25,delivered,USPS,9
SH00003936,O0003728,S0137,W04,P00622,2025-09-24,,in_transit,DHL,13
SH00003937,O0004520,S0194,W01,P00038,2026-01-28,2026-02-08,delivered,FedEx,5
SH00003938,O0009014,S0128,W06,P00668,2026-01-07,2026-01-31,delivered,DHL,21
SH00003939,O0002560,S0156,W03,P00308,2025-12-25,2026-01-07,delivered,FedEx,14
SH00003940,O0002499,S0086,W07,P00574,2025-09-20,2025-10-09,delivered,Maersk,3
SH00003941,O0009943,S0177,W05,P00220,2026-01-22,2026-01-29,delivered,USPS,13
SH00003942,O0018758,S0073,W03,P00396,2025-10-20,2025-10-26,delivered,UPS,2
SH00003943,O0000250,S0102,W07,P00340,2025-11-03,2025-11-22,delivered,FedEx,18
SH00003944,O0018621,S0036,W05,P00584,2025-12-22,2026-01-17,delivered,USPS,20
SH00003945,O0004367,S0174,W04,P00707,2025-08-20,2025-09-08,delayed,XPO,14
SH00003946,O0016574,S0077,W02,P00550,2025-11-06,2025-11-12,delivered,UPS,16
