order_id,order_date,warehouse_id,product_id,supplier_id,order_qty,order_value_usd
O0005001,2025-12-16,W05,P00102,S0126,25,3492.0
O0005002,2025-09-20,W05,P00558,S0138,8,553.92
O0005003,2025-12-12,W01,P00602,S0084,11,2353.01
O0005004,2025-09-22,W07,P00262,S0016,4,402.96
O0005005,2026-01-09,W07,P00210,S0038,14,875.84
O0005006,2025-12-19,W05,P00148,S0129,17,2310.64
O0005007,2025-10-01,W05,P00015,S0171,10,1032.8
O0005008,2026-01-27,W04,P00177,S0107,24,5016.24
O0005009,2025-11-30,W02,P00111,S0185,3,149.28
O0005010,2025-08-24,W04,P00313,S0024,10,1870.4
O0005011,2025-11-20,W07,P00102,S0126,10,1396.8
O0005012,2025-12-14,W01,P00153,S0148,8,95.84
O0005013,2026-01-01,W07,P00460,S0144,10,312.0
O0005014,2025-09-22,W01,P00033,S0200,8,859.52
O0005015,2026-01-14,W06,P00799,S0105,13,2233.4
O0005016,2025-11-29,W03,P00072,S0052,6,1260.78
O0005017,2026-01-08,W06,P00202,S0082,5,787.25
O0005018,2025-08-22,W01,P00348,S0046,16,3806.72
O0005019,2025-12-12,W08,P00620,S0001,11,2084.83
O0005020,2025-12-19,W04,P00140,S0176,13,778.57
O0005021,2025-11-08,W01,P00027,S0038,13,104.78
O0005022,2025-12-11,W02,P00195,S0026,8,1059.52
O0005023,2025-08-23,W08,P00176,S0184,13,966.94
O0005024,2025-12-31,W07,P00580,S0146,14,2369.5
O0005025,2025-08-25,W08,P00078,S0028,8,1164.08
O0005026,2025-10-01,W02,P00026,S0173,6,473.88
O0005027,2025-10-18,W06,P00727,S0100,13,2537.99
O0005028,2025-09-12,W08,P00114,S0071,2,363.4
O0005029,2026-01-07,W03,P00561,S0164,17,1015.58
O0005030,2025-12-14,W01,P00466,S0171,1,88.16
O0005031,2025-10-19,W05,P00251,S0012,1,236.67
O0005032,2025-09-21,W04,P00778,S0116,21,3126.27
O0005033,2025-10-31,W05,P00135,S0062,13,586.43
O0005034,2026-01-27,W07,P00016,S0179,15,1129.8
O0005035,2025-09-20,W06,P00186,S0117,13,3033.55
O0005036,2025-09-05,W03,P00751,S0169,19,764.37
O0005037,2026-02-01,W01,P00598,S0135,10,1127.9
O0005038,2025-12-07,W08,P00185,S0089,21,1773.45
O0005039,2025-11-19,W01,P00214,S0150,9,337.41
O0005040,2026-01-22,W06,P00324,S0057,6,600.18
O0005041,2025-09-08,W04,P00134,S0068,9,1492.11
O0005042,2025-12-12,W05,P00738,S0113,12,1020.12
O0005043,2026-01-04,W01,P00694,S0142,21,2521.05
O0005044,2026-02-08,W06,P00599,S0020,22,5048.56
O0005045,2025-12-31,W06,P00115,S0026,9,1876.41
O0005046,2025-09-11,W02,P00328,S0128,14,2621.64
O0005047,2025-12-30,W02,P00175,S0166,14,2917.18
O0005048,2025-11-26,W05,P00751,S0169,4,160.92
O0005049,2026-01-17,W07,P00262,S0016,5,503.7
O0005050,2025-12-24,W07,P00130,S0114,12,908.88
O0005051,2025-10-08,W08,P00389,S0095,25,4255.5
O0005052,2025-12-21,W05,P00320,S0107,11,767.25
O0005053,2025-12-09,W05,P00025,S0024,7,1434.79
O0005054,2026-01-30,W02,P00579,S0004,11,2031.48
O0005055,2025-09-12,W01,P00503,S0116,9,571.32
O0005056,2025-09-17,W02,P00448,S0020,23,3874.35
O0005057,2025-10-30,W01,P00052,S0196,3,434.31
O0005058,2025-12-28,W04,P00403,S0026,17,3572.04
O0005059,2026-01-17,W03,P00203,S0139,15,163.5
O0005060,2025-10-25,W05,P00523,S0143,1,234.86
O0005061,2025-12-04,W05,P00460,S0144,13,405.6
O0005062,2025-09-24,W02,P00230,S0161,11,287.1
O0005063,2026-01-08,W07,P00327,S0075,11,917.07
O0005064,2025-08-17,W03,P00068,S0005,15,2816.4
O0005065,2025-09-26,W04,P00762,S0115,10,947.8
O0005066,2025-09-21,W01,P00368,S0017,2,167.52
O0005067,2025-11-07,W01,P00214,S0150,12,449.88
O0005068,2025-08-20,W01,P00562,S0106,11,923.01
O0005069,2025-12-25,W07,P00255,S0151,14,2605.12
O0005070,2025-11-26,W08,P00246,S0028,2,338.72
O0005071,2026-01-13,W02,P00627,S0062,19,1009.09
O0005072,2026-01-08,W02,P00125,S0103,12,1487.4
O0005073,2025-10-18,W02,P00416,S0001,12,1853.64
O0005074,2025-09-07,W07,P00582,S0110,10,1297.9
O0005075,2026-01-22,W03,P00241,S0174,16,2905.76
O0005076,2025-12-09,W08,P00758,S0145,17,4180.81
O0005077,2026-01-20,W01,P00398,S0112,22,544.28
O0005078,2025-11-09,W05,P00557,S0192,12,1449.72
O0005079,2025-09-05,W07,P00492,S0159,17,2727.99
O0005080,2025-08-25,W01,P00024,S0169,11,253.33
O0005081,2026-01-14,W05,P00701,S0176,13,3010.15
O0005082,2025-09-08,W04,P00457,S0102,18,1439.46
O0005083,2025-09-05,W02,P00536,S0044,15,1980.15
O0005084,2026-01-31,W06,P00711,S0020,8,691.76
O0005085,2025-10-20,W06,P00514,S0111,16,563.52
O0005086,2025-11-02,W03,P00019,S0158,18,2576.52
O0005087,2025-10-02,W05,P00681,S0137,17,2359.77
O0005088,2025-11-05,W04,P00285,S0021,12,982.56
O0005089,2025-11-28,W07,P00031,S0103,6,375.06
O0005090,2026-01-09,W05,P00291,S0111,13,1481.87
O0005091,2026-01-10,W05,P00415,S0184,8,300.88
O0005092,2025-08-28,W02,P00060,S0033,13,3187.86
O0005093,2026-01-02,W03,P00274,S0151,19,1563.7
O0005094,2025-09-19,W02,P00706,S0146,5,1044.95
O0005095,2025-12-22,W03,P00142,S0109,7,213.22
O0005096,2026-01-14,W05,P00002,S0090,6,966.54
O0005097,2025-09-22,W07,P00145,S0079,17,2542.69
O0005098,2025-09-01,W08,P00269,S0085,13,2522.52
O0005099,2026-02-07,W06,P00140,S0176,1,59.89
O0005100,2025-11-14,W04,P00422,S0065,14,2622.62
O0005101,2025-11-02,W03,P00228,S0057,8,1279.04
O0005102,2025-08-17,W05,P00090,S0182,17,678.98
O0005103,2025-09-24,W02,P00791,S0131,8,786.72
O0005104,2026-02-10,W06,P00110,S0079,10,643.5
O0005105,2026-01-02,W02,P00704,S0193,10,2055.3
O0005106,2025-09-29,W06,P00355,S0116,13,147.29
O0005107,2026-01-06,W01,P00294,S0081,5,539.2
O0005108,2025-09-13,W01,P00063,S0119,1,47.07
O0005109,2025-12-11,W03,P00225,S0071,17,68.17
O0005110,2025-08-21,W01,P00088,S0028,14,1533.14
O0005111,2025-09-16,W04,P00535,S0185,13,191.62
O0005112,2025-09-06,W03,P00206,S0026,14,2667.98
O0005113,2025-09-16,W07,P00071,S0194,10,97.0
O0005114,2026-01-29,W05,P00546,S0137,14,1216.6
O0005115,2025-11-18,W01,P00510,S0130,11,1269.29
O0005116,2025-11-06,W04,P00791,S0131,5,491.7
O0005117,2025-10-20,W05,P00391,S0129,9,1195.29
O0005118,2025-11-01,W03,P00148,S0129,1,135.92
O0005119,2025-12-05,W07,P00225,S0071,15,60.15
O0005120,2025-08-21,W02,P00637,S0077,7,491.68
O0005121,2025-09-06,W06,P00243,S0004,19,1284.21
O0005122,2026-01-22,W04,P00750,S0163,12,925.2
O0005123,2025-11-02,W08,P00153,S0148,11,131.78
O0005124,2025-11-30,W02,P00503,S0116,17,1079.16
O0005125,2025-11-27,W03,P00168,S0195,21,310.8
O0005126,2026-02-04,W03,P00470,S0052,8,1587.44
O0005127,2026-02-02,W03,P00404,S0038,11,397.32
O0005128,2025-11-23,W07,P00721,S0114,12,1095.12
O0005129,2025-11-22,W06,P00716,S0022,15,2902.5
O0005130,2025-09-17,W05,P00079,S0148,1,169.98
O0005131,2026-01-21,W08,P00419,S0135,15,2053.95
O0005132,2025-10-23,W05,P00485,S0021,6,384.9
O0005133,2025-12-12,W02,P00679,S0016,13,2017.86
O0005134,2025-10-07,W06,P00016,S0179,13,979.16
O0005135,2025-08-24,W07,P00112,S0191,13,1753.57
O0005136,2026-01-06,W08,P00309,S0008,7,327.18
O0005137,2025-09-21,W03,P00241,S0174,10,1816.1
O0005138,2025-10-07,W05,P00055,S0138,16,2998.08
O0005139,2025-11-01,W07,P00757,S0043,12,1949.52
O0005140,2025-09-12,W03,P00089,S0163,4,892.44
O0005141,2025-11-09,W07,P00259,S0114,4,449.12
O0005142,2025-09-25,W06,P00263,S0032,5,1186.75
O0005143,2026-01-09,W03,P00018,S0174,20,3750.8
O0005144,2025-10-24,W05,P00659,S0137,10,1628.8
O0005145,2025-09-06,W02,P00104,S0115,8,1589.2
O0005146,2025-10-04,W02,P00544,S0170,4,482.56
O0005147,2025-09-21,W08,P00256,S0107,20,3288.4
O0005148,2025-10-13,W05,P00231,S0080,12,2370.96
O0005149,2025-11-09,W05,P00513,S0074,16,2161.6
O0005150,2025-09-29,W02,P00541,S0106,6,758.7
O0005151,2025-12-25,W05,P00601,S0147,14,1891.26
O0005152,2025-11-26,W07,P00266,S0033,4,788.68
O0005153,2025-08-19,W06,P00101,S0022,19,1175.34
O0005154,2025-09-30,W02,P00165,S0169,1,217.6
O0005155,2025-11-17,W05,P00201,S0173,9,1936.08
O0005156,2025-10-01,W04,P00031,S0103,7,437.57
O0005157,2025-09-14,W07,P00053,S0002,8,1886.4
O0005158,2025-12-28,W07,P00005,S0046,21,3065.79
O0005159,2025-10-15,W08,P00146,S0113,19,623.96
O0005160,2025-12-22,W07,P00055,S0138,17,3185.46
O0005161,2025-08-29,W04,P00168,S0195,20,296.0
O0005162,2025-09-10,W08,P00564,S0002,15,3618.0
O0005163,2026-01-13,W01,P00083,S0176,16,2414.4
O0005164,2025-08-18,W04,P00305,S0090,14,2963.1
O0005165,2025-12-14,W02,P00247,S0007,19,2957.35
O0005166,2025-09-09,W08,P00781,S0148,17,462.91
O0005167,2026-01-28,W07,P00047,S0178,12,478.8
O0005168,2026-01-23,W07,P00160,S0074,9,1496.88
O0005169,2025-11-13,W01,P00740,S0123,9,719.28
O0005170,2026-01-27,W05,P00652,S0123,11,591.8
O0005171,2025-12-12,W06,P00374,S0033,19,3195.61
O0005172,2025-09-03,W04,P00449,S0094,7,904.75
O0005173,2025-11-10,W04,P00346,S0051,2,90.06
O0005174,2025-08-20,W08,P00171,S0032,10,91.6
O0005175,2026-01-04,W08,P00536,S0044,11,1452.11
O0005176,2025-12-12,W01,P00733,S0093,5,322.1
O0005177,2025-10-12,W08,P00115,S0026,14,2918.86
O0005178,2025-08-22,W02,P00798,S0099,11,2651.33
O0005179,2026-01-19,W08,P00159,S0085,14,1457.26
O0005180,2026-01-14,W07,P00258,S0009,14,2424.66
O0005181,2025-12-16,W08,P00794,S0143,14,607.32
O0005182,2025-11-09,W04,P00042,S0197,14,2728.04
O0005183,2025-12-07,W07,P00574,S0086,20,1451.4
O0005184,2025-08-16,W03,P00294,S0081,2,215.68
O0005185,2026-01-02,W01,P00690,S0145,10,623.2
O0005186,2025-11-13,W08,P00513,S0074,4,540.4
O0005187,2025-08-23,W01,P00174,S0030,6,698.64
O0005188,2025-10-29,W04,P00787,S0118,4,620.44
O0005189,2025-09-18,W04,P00405,S0121,15,2619.45
O0005190,2025-09-15,W07,P00600,S0016,11,2282.94
O0005191,2025-08-24,W07,P00617,S0168,9,1938.15
O0005192,2025-11-13,W08,P00266,S0033,6,1183.02
O0005193,2025-11-24,W08,P00021,S0074,7,378.91
O0005194,2026-02-05,W06,P00068,S0005,16,3004.16
O0005195,2025-12-04,W02,P00252,S0127,1,30.8
O0005196,2025-11-16,W03,P00092,S0158,3,607.29
O0005197,2025-11-05,W01,P00754,S0140,16,177.92
O0005198,2025-10-30,W03,P00398,S0112,16,395.84
O0005199,2025-09-02,W01,P00492,S0159,15,2407.05
O0005200,2025-11-16,W01,P00665,S0005,10,666.7
O0005201,2025-12-26,W05,P00161,S0195,11,1522.62
O0005202,2026-02-08,W02,P00635,S0061,16,1229.44
O0005203,2025-12-30,W04,P00592,S0095,16,2470.88
O0005204,2025-10-28,W02,P00226,S0156,17,3175.6
O0005205,2025-08-21,W01,P00309,S0008,20,934.8
O0005206,2026-01-15,W02,P00016,S0179,6,451.92
O0005207,2025-11-03,W04,P00048,S0017,15,1573.35
O0005208,2025-09-02,W07,P00488,S0044,16,2645.92
O0005209,2025-11-16,W07,P00716,S0022,9,1741.5
O0005210,2025-10-16,W04,P00684,S0129,21,4276.86
O0005211,2026-01-19,W06,P00239,S0030,11,1299.65
O0005212,2025-08-15,W06,P00018,S0174,14,2625.56
O0005213,2025-09-14,W05,P00511,S0056,2,293.34
O0005214,2025-09-23,W08,P00518,S0142,16,1177.12
O0005215,2026-01-11,W07,P00126,S0039,10,390.0
O0005216,2025-11-09,W06,P00763,S0198,16,2728.48
O0005217,2025-09-12,W03,P00560,S0063,13,189.67
O0005218,2025-12-19,W06,P00101,S0022,1,61.86
O0005219,2025-09-18,W04,P00607,S0173,6,1212.72
O0005220,2025-12-22,W02,P00350,S0175,17,3930.23
O0005221,2025-11-15,W05,P00159,S0085,1,104.09
O0005222,2025-08-26,W08,P00165,S0169,21,4569.6
O0005223,2025-10-12,W07,P00020,S0141,18,3757.68
O0005224,2025-12-04,W06,P00791,S0131,20,1966.8
O0005225,2025-10-25,W07,P00792,S0148,8,777.28
O0005226,2025-11-14,W02,P00453,S0099,12,2849.64
O0005227,2025-09-10,W01,P00472,S0120,15,3019.65
O0005228,2025-12-11,W02,P00371,S0090,22,1736.68
O0005229,2025-11-21,W05,P00773,S0190,7,437.43
O0005230,2026-01-26,W04,P00493,S0161,5,686.5
O0005231,2026-02-01,W01,P00222,S0028,16,973.28
O0005232,2025-10-12,W01,P00795,S0036,15,726.0
O0005233,2025-10-01,W08,P00304,S0169,16,1945.28
O0005234,2025-12-21,W06,P00723,S0111,1,113.31
O0005235,2025-12-10,W03,P00393,S0065,19,283.86
O0005236,2025-11-08,W05,P00790,S0030,14,663.6
O0005237,2025-11-23,W07,P00152,S0196,15,2530.95
O0005238,2025-12-25,W05,P00047,S0178,9,359.1
O0005239,2025-12-07,W07,P00439,S0022,11,2005.52
O0005240,2026-01-29,W07,P00700,S0070,12,162.6
O0005241,2025-10-06,W03,P00490,S0021,23,305.21
O0005242,2026-02-11,W04,P00347,S0195,8,1522.16
O0005243,2025-10-07,W07,P00488,S0044,9,1488.33
O0005244,2026-01-16,W03,P00224,S0006,13,3178.89
O0005245,2025-12-28,W07,P00740,S0123,5,399.6
O0005246,2025-08-28,W07,P00688,S0069,11,2190.54
O0005247,2026-02-08,W01,P00270,S0071,1,214.88
O0005248,2025-11-23,W04,P00181,S0088,10,2336.9
O0005249,2025-08-29,W06,P00799,S0105,8,1374.4
O0005250,2025-08-16,W06,P00027,S0038,15,120.9
O0005251,2026-02-06,W03,P00486,S0033,13,2041.13
O0005252,2025-09-05,W06,P00611,S0139,17,4225.18
O0005253,2025-12-08,W07,P00264,S0024,12,1996.44
O0005254,2026-02-05,W06,P00422,S0065,6,1123.98
O0005255,2025-12-08,W01,P00755,S0180,4,896.32
O0005256,2025-12-11,W08,P00728,S0147,13,1705.99
O0005257,2025-11-09,W06,P00261,S0140,18,4061.16
O0005258,2026-01-12,W01,P00248,S0157,21,1194.9
O0005259,2025-12-27,W05,P00151,S0007,15,369.75
O0005260,2025-11-26,W03,P00467,S0141,6,818.76
O0005261,2025-10-06,W03,P00062,S0022,10,1614.0
O0005262,2026-01-26,W03,P00494,S0124,8,501.84
O0005263,2025-09-10,W02,P00780,S0072,17,3205.86
O0005264,2025-11-17,W08,P00437,S0087,15,3652.2
O0005265,2026-01-17,W02,P00504,S0013,14,1035.58
O0005266,2025-10-29,W03,P00632,S0036,14,1777.58
O0005267,2026-01-01,W06,P00117,S0004,9,1598.31
O0005268,2025-11-26,W04,P00034,S0179,23,3000.35
O0005269,2025-11-18,W03,P00107,S0122,19,2645.94
O0005270,2025-08-17,W04,P00599,S0020,1,229.48
O0005271,2025-09-29,W03,P00031,S0103,19,1187.69
O0005272,2026-01-07,W01,P00098,S0047,6,737.46
O0005273,2025-10-22,W03,P00695,S0180,6,267.0
O0005274,2025-09-03,W01,P00433,S0074,16,1448.48
O0005275,2026-01-01,W01,P00074,S0145,1,237.04
O0005276,2025-08-19,W04,P00083,S0176,15,2263.5
O0005277,2025-11-25,W04,P00457,S0102,13,1039.61
O0005278,2025-11-10,W01,P00034,S0179,10,1304.5
O0005279,2025-10-28,W04,P00214,S0150,16,599.84
O0005280,2025-09-30,W05,P00287,S0098,22,5470.74
O0005281,2025-11-19,W04,P00116,S0059,16,1464.0
O0005282,2026-01-06,W05,P00455,S0095,7,659.82
O0005283,2025-12-03,W04,P00569,S0137,16,2963.04
O0005284,2026-01-06,W01,P00760,S0028,12,55.44
O0005285,2025-11-24,W06,P00267,S0018,23,4779.17
O0005286,2026-01-19,W06,P00112,S0191,16,2158.24
O0005287,2026-02-09,W04,P00756,S0028,9,1734.3
O0005288,2026-02-10,W03,P00777,S0102,10,92.4
O0005289,2025-12-19,W03,P00554,S0102,14,2869.44
O0005290,2026-01-08,W02,P00397,S0070,9,1020.87
O0005291,2025-10-10,W06,P00668,S0128,27,3741.12
O0005292,2026-01-06,W07,P00061,S0101,16,2380.64
O0005293,2025-09-16,W07,P00736,S0002,6,1423.86
O0005294,2025-11-07,W03,P00465,S0023,14,2842.14
O0005295,2025-09-26,W05,P00365,S0094,19,1794.93
O0005296,2025-10-21,W06,P00024,S0169,10,230.3
O0005297,2025-12-08,W01,P00518,S0142,16,1177.12
O0005298,2025-08-15,W07,P00767,S0090,7,555.45
O0005299,2025-12-19,W06,P00772,S0166,1,29.12
O0005300,2025-09-27,W01,P00559,S0036,18,523.62
O0005301,2025-08-17,W02,P00579,S0004,23,4247.64
O0005302,2026-01-14,W01,P00170,S0113,9,1984.05
O0005303,2025-10-01,W02,P00381,S0170,14,1197.28
O0005304,2025-10-14,W01,P00287,S0098,1,248.67
O0005305,2025-10-20,W01,P00599,S0020,13,2983.24
O0005306,2025-11-12,W04,P00254,S0095,24,4038.72
O0005307,2025-10-06,W03,P00007,S0089,16,2922.88
O0005308,2025-09-01,W01,P00158,S0083,10,1681.9
O0005309,2025-11-18,W06,P00353,S0071,13,1932.71
O0005310,2026-01-20,W04,P00346,S0051,10,450.3
O0005311,2025-10-26,W06,P00736,S0002,11,2610.41
O0005312,2025-11-26,W05,P00712,S0199,10,829.4
O0005313,2025-10-07,W04,P00774,S0142,12,500.52
O0005314,2025-09-25,W05,P00253,S0138,8,285.12
O0005315,2025-11-23,W03,P00607,S0173,11,2223.32
O0005316,2025-12-30,W01,P00356,S0074,12,252.36
O0005317,2026-01-06,W04,P00126,S0039,22,858.0
O0005318,2025-10-22,W05,P00093,S0120,23,2530.46
O0005319,2025-09-25,W01,P00455,S0095,13,1225.38
O0005320,2025-11-23,W06,P00627,S0062,2,106.22
O0005321,2026-01-15,W03,P00058,S0172,15,2556.45
O0005322,2025-12-20,W07,P00203,S0139,15,163.5
O0005323,2025-09-03,W08,P00471,S0127,9,76.68
O0005324,2025-09-24,W02,P00016,S0179,17,1280.44
O0005325,2025-11-21,W03,P00610,S0012,12,1284.96
O0005326,2025-09-07,W04,P00459,S0189,7,336.98
O0005327,2025-11-10,W02,P00601,S0147,16,2161.44
O0005328,2025-09-03,W04,P00103,S0177,16,1921.12
O0005329,2025-12-16,W06,P00238,S0076,11,2058.65
O0005330,2025-12-01,W05,P00485,S0021,8,513.2
O0005331,2025-11-04,W03,P00684,S0129,17,3462.22
O0005332,2025-11-25,W05,P00393,S0065,5,74.7
O0005333,2025-09-10,W03,P00719,S0190,20,1972.6
O0005334,2025-09-14,W08,P00785,S0153,13,1278.94
O0005335,2025-10-12,W01,P00005,S0046,8,1167.92
O0005336,2025-12-29,W05,P00323,S0135,10,1674.5
O0005337,2025-09-19,W05,P00063,S0119,15,706.05
O0005338,2025-08-31,W06,P00708,S0099,20,3787.8
O0005339,2025-10-12,W06,P00364,S0113,14,1847.58
O0005340,2025-10-07,W03,P00103,S0177,12,1440.84
O0005341,2026-01-10,W02,P00307,S0110,12,2539.2
O0005342,2025-12-25,W08,P00497,S0119,23,1209.8
O0005343,2026-01-13,W08,P00654,S0055,16,3750.72
O0005344,2025-09-16,W06,P00710,S0014,17,445.91
O0005345,2025-10-18,W03,P00158,S0083,18,3027.42
O0005346,2025-10-14,W05,P00644,S0182,10,378.0
O0005347,2026-02-03,W06,P00718,S0069,21,845.25
O0005348,2026-01-13,W03,P00754,S0140,7,77.84
O0005349,2025-08-16,W05,P00791,S0131,5,491.7
O0005350,2025-12-03,W08,P00650,S0014,10,685.8
O0005351,2025-11-20,W04,P00214,S0150,19,712.31
O0005352,2026-01-12,W07,P00363,S0011,5,317.2
O0005353,2025-09-08,W06,P00633,S0060,15,3064.65
O0005354,2025-12-12,W05,P00444,S0043,10,1730.6
O0005355,2025-10-24,W01,P00533,S0107,8,1174.08
O0005356,2025-11-14,W04,P00757,S0043,18,2924.28
O0005357,2025-12-31,W03,P00794,S0143,9,390.42
O0005358,2025-12-15,W03,P00415,S0184,17,639.37
O0005359,2025-09-28,W01,P00758,S0145,5,1229.65
O0005360,2025-09-16,W03,P00372,S0034,11,1645.27
O0005361,2025-11-01,W04,P00799,S0105,8,1374.4
O0005362,2025-11-18,W02,P00600,S0016,7,1452.78
O0005363,2025-11-23,W03,P00569,S0137,14,2592.66
O0005364,2025-11-12,W01,P00774,S0142,15,625.65
O0005365,2025-09-11,W03,P00362,S0183,10,229.1
O0005366,2026-01-24,W07,P00173,S0142,3,309.54
O0005367,2025-10-30,W08,P00177,S0107,8,1672.08
O0005368,2025-10-18,W03,P00662,S0195,10,2102.5
O0005369,2025-08-18,W02,P00174,S0030,13,1513.72
O0005370,2025-10-24,W02,P00295,S0096,7,1669.43
O0005371,2026-01-07,W03,P00609,S0191,12,672.48
O0005372,2026-02-10,W07,P00404,S0038,12,433.44
O0005373,2025-09-27,W08,P00041,S0067,16,3015.04
O0005374,2025-10-21,W06,P00054,S0193,16,1579.52
O0005375,2026-01-10,W06,P00441,S0140,12,898.2
O0005376,2025-10-26,W01,P00020,S0141,14,2922.64
O0005377,2025-10-13,W02,P00052,S0196,11,1592.47
O0005378,2025-10-10,W04,P00380,S0130,9,1738.62
O0005379,2025-10-05,W03,P00138,S0009,18,1069.38
O0005380,2025-09-07,W02,P00607,S0173,21,4244.52
O0005381,2025-10-10,W07,P00006,S0010,9,259.92
O0005382,2025-08-20,W03,P00473,S0157,6,1327.74
O0005383,2025-12-17,W01,P00329,S0034,7,674.03
O0005384,2026-02-06,W07,P00057,S0125,15,138.0
O0005385,2025-12-14,W07,P00133,S0196,8,428.24
O0005386,2025-12-27,W06,P00011,S0001,14,1833.16
O0005387,2025-08-18,W06,P00234,S0192,8,840.32
O0005388,2025-12-01,W02,P00456,S0147,12,433.8
O0005389,2025-12-01,W03,P00229,S0174,10,1893.8
O0005390,2025-10-04,W07,P00118,S0071,8,106.32
O0005391,2025-08-18,W05,P00290,S0168,8,1307.44
O0005392,2025-10-30,W03,P00205,S0059,1,187.2
O0005393,2025-09-09,W07,P00358,S0119,10,1459.2
O0005394,2025-09-13,W04,P00471,S0127,22,187.44
O0005395,2025-09-29,W08,P00482,S0032,8,1043.92
O0005396,2025-11-15,W08,P00431,S0080,7,908.74
O0005397,2025-08-23,W07,P00710,S0014,13,340.99
O0005398,2025-10-28,W03,P00639,S0013,16,3890.08
O0005399,2025-08-26,W05,P00439,S0022,14,2552.48
O0005400,2025-11-10,W02,P00524,S0051,5,757.05
O0005401,2026-01-02,W08,P00021,S0074,23,1244.99
O0005402,2025-12-19,W04,P00177,S0107,11,2299.11
O0005403,2025-10-30,W03,P00043,S0161,15,919.95
O0005404,2025-10-10,W08,P00316,S0199,8,1883.76
O0005405,2025-10-22,W05,P00080,S0102,12,2825.76
O0005406,2025-10-22,W06,P00439,S0022,8,1458.56
O0005407,2025-11-08,W04,P00514,S0111,15,528.3
O0005408,2025-12-07,W01,P00170,S0113,5,1102.25
O0005409,2025-11-14,W05,P00792,S0148,2,194.32
O0005410,2025-11-19,W03,P00429,S0010,9,672.93
O0005411,2026-01-05,W01,P00288,S0117,10,1273.8
O0005412,2025-12-25,W07,P00752,S0097,8,162.72
O0005413,2026-02-11,W05,P00065,S0084,2,171.4
O0005414,2025-08-15,W06,P00233,S0024,1,227.59
O0005415,2025-12-21,W06,P00641,S0105,17,663.17
O0005416,2025-10-22,W03,P00094,S0083,7,1492.54
O0005417,2025-11-23,W05,P00241,S0174,8,1452.88
O0005418,2025-08-19,W01,P00596,S0194,19,2570.7
O0005419,2025-10-10,W08,P00547,S0174,19,3675.55
O0005420,2025-08-27,W05,P00501,S0132,16,2260.64
O0005421,2026-01-27,W07,P00755,S0180,15,3361.2
O0005422,2025-12-22,W05,P00283,S0110,14,2410.1
O0005423,2025-10-08,W08,P00053,S0002,7,1650.6
O0005424,2025-12-31,W08,P00668,S0128,15,2078.4
O0005425,2025-11-12,W07,P00263,S0032,21,4984.35
O0005426,2025-09-17,W07,P00774,S0142,4,166.84
O0005427,2025-10-13,W07,P00567,S0083,23,1673.94
O0005428,2025-09-01,W06,P00675,S0172,6,84.18
O0005429,2025-10-30,W02,P00532,S0005,6,560.1
O0005430,2026-01-17,W01,P00062,S0022,17,2743.8
O0005431,2025-09-22,W08,P00487,S0129,15,2414.4
O0005432,2025-09-12,W01,P00796,S0159,10,153.0
O0005433,2025-12-25,W05,P00343,S0136,18,2312.46
O0005434,2026-01-05,W07,P00021,S0074,13,703.69
O0005435,2025-10-28,W04,P00373,S0080,1,140.61
O0005436,2025-08-23,W06,P00038,S0194,18,4015.26
O0005437,2025-10-12,W04,P00455,S0095,11,1036.86
O0005438,2025-12-23,W04,P00217,S0074,18,3060.9
O0005439,2025-08-21,W07,P00495,S0077,6,686.88
O0005440,2025-08-20,W07,P00483,S0043,4,168.68
O0005441,2026-02-10,W02,P00562,S0106,15,1258.65
O0005442,2025-09-30,W07,P00421,S0163,10,979.5
O0005443,2025-12-14,W05,P00795,S0036,12,580.8
O0005444,2025-12-24,W08,P00521,S0033,12,2925.84
O0005445,2026-01-27,W07,P00337,S0177,14,3221.4
O0005446,2026-02-04,W01,P00397,S0070,21,2382.03
O0005447,2025-12-13,W04,P00587,S0078,7,1025.15
O0005448,2025-09-27,W08,P00410,S0029,14,2722.86
O0005449,2025-08-21,W06,P00653,S0078,11,2632.74
O0005450,2026-02-02,W05,P00585,S0002,13,866.71
O0005451,2025-09-19,W03,P00121,S0027,11,2402.73
O0005452,2026-01-27,W07,P00784,S0136,10,2415.5
O0005453,2026-02-10,W02,P00559,S0036,17,494.53
O0005454,2025-12-06,W01,P00417,S0147,5,526.55
O0005455,2025-11-23,W04,P00192,S0127,17,4101.76
O0005456,2025-11-25,W03,P00592,S0095,3,463.29
O0005457,2026-02-04,W01,P00486,S0033,15,2355.15
O0005458,2026-01-10,W03,P00786,S0151,22,667.26
O0005459,2025-12-23,W02,P00690,S0145,23,1433.36
O0005460,2025-09-24,W08,P00123,S0048,11,2655.84
O0005461,2026-01-05,W03,P00429,S0010,7,523.39
O0005462,2025-10-06,W04,P00475,S0135,1,103.88
O0005463,2025-09-07,W08,P00756,S0028,12,2312.4
O0005464,2025-12-01,W05,P00626,S0158,11,2111.78
O0005465,2025-10-21,W03,P00415,S0184,9,338.49
O0005466,2025-10-06,W04,P00090,S0182,10,399.4
O0005467,2026-02-03,W04,P00335,S0030,6,614.7
O0005468,2026-01-15,W01,P00116,S0059,29,2653.5
O0005469,2025-10-26,W06,P00794,S0143,1,43.38
O0005470,2025-12-08,W01,P00390,S0119,5,964.1
O0005471,2026-01-15,W03,P00066,S0072,3,565.5
O0005472,2025-12-05,W04,P00003,S0174,4,981.32
